interaction_id,user_id,reel_id,timestamp,session_id,watch_seconds,watch_percentage,liked,saved,shared,replayed,skipped,followed_creator
INT000262,U000006,RL002427,2025-01-09T09:31:35,SESS000035,52.8,64.4,0,0,0,0,0,0
INT000263,U000006,RL003237,2025-07-17T08:08:15,SESS000036,24.0,34.8,0,0,0,0,0,0
INT000264,U000006,RL001528,2025-07-17T08:08:33,SESS000036,6.5,50.0,0,0,0,0,0,0
INT000265,U000006,RL002205,2025-07-17T08:09:01,SESS000036,13.7,54.6,0,0,0,0,0,0
INT000266,U000006,RL001800,2025-07-17T08:09:13,SESS000036,10.1,16.1,0,0,0,0,1,0
INT000267,U000006,CAND000753,2025-07-17T08:09:53,SESS000036,31.0,39.2,0,0,0,0,0,0
INT000268,U000006,RL000972,2025-07-17T08:10:20,SESS000036,17.6,47.5,0,0,0,0,0,0
INT000269,U000006,RL002410,2025-07-17T08:10:35,SESS000036,11.3,26.3,0,0,0,0,0,0
INT000270,U000006,RL001490,2025-04-17T10:19:50,SESS000037,38.2,42.5,0,0,0,0,0,0
INT000271,U000006,RL002888,2025-04-17T10:20:49,SESS000037,51.8,78.5,0,0,0,0,0,0
INT000272,U000006,RL004697,2025-04-17T10:21:32,SESS000037,41.5,51.2,0,0,0,0,0,0
INT000273,U000006,RL002724,2025-04-17T10:21:55,SESS000037,11.2,32.1,0,0,0,0,0,0
INT000274,U000006,RL002283,2025-04-17T10:22:26,SESS000037,19.3,29.3,0,0,0,0,0,0
INT000275,U000006,RL000835,2025-04-17T10:22:49,SESS000037,15.1,48.7,0,0,0,0,0,0
INT000276,U000006,RL001219,2025-04-17T10:23:09,SESS000037,10.8,35.0,0,0,0,0,0,0
INT000277,U000006,RL004106,2025-04-17T10:23:27,SESS000037,15.4,42.8,0,0,0,0,0,0
INT000278,U000006,RL000219,2025-04-17T10:23:40,SESS000037,11.5,34.8,0,0,0,0,0,0
INT000279,U000006,RL003719,2025-04-29T14:04:37,SESS000038,15.6,24.1,0,0,0,0,1,0
INT000280,U000006,RL002339,2025-04-29T14:05:41,SESS000038,51.7,62.3,0,0,0,0,0,0
INT000281,U000006,RL004309,2025-04-29T14:06:08,SESS000038,19.9,41.5,0,0,0,0,0,0
INT000282,U000006,RL000130,2025-04-29T14:06:34,SESS000038,17.4,22.3,0,0,0,0,1,0
INT000283,U000006,RL002250,2025-04-29T14:07:23,SESS000038,29.4,37.2,0,0,0,0,0,0
INT000284,U000006,RL000872,2025-04-29T14:07:45,SESS000038,10.5,38.9,0,0,0,0,0,0
INT000285,U000006,RL000724,2025-04-29T14:08:04,SESS000038,15.7,60.2,0,0,0,0,0,0
INT000286,U000006,RL002482,2025-04-29T14:08:35,SESS000038,18.9,35.0,0,0,0,0,0,0
INT000287,U000006,RL002609,2025-04-29T14:08:58,SESS000038,7.2,89.5,0,1,0,0,0,0
INT000288,U000006,RL001563,2025-01-11T00:39:20,SESS000039,23.8,72.1,0,0,0,0,0,0
INT000289,U000006,RL000764,2025-01-11T00:39:48,SESS000039,8.0,46.8,0,0,0,0,0,0
INT000290,U000006,RL001517,2025-01-11T00:40:36,SESS000039,28.4,43.1,0,0,0,0,0,0
INT000291,U000006,RL002103,2025-01-11T00:41:29,SESS000039,41.9,76.2,0,0,0,0,0,0
INT000292,U000006,RL003559,2025-01-11T00:41:59,SESS000039,24.1,43.8,0,0,0,0,0,0
INT000293,U000006,CAND000364,2025-01-11T00:42:27,SESS000039,23.6,94.5,1,0,0,0,0,0
INT000294,U000006,RL002929,2025-01-11T00:42:47,SESS000039,10.6,58.8,0,0,0,0,0,0
INT000295,U000006,RL001621,2025-01-11T00:43:13,SESS000039,7.2,23.9,0,0,0,0,1,0
INT000296,U000006,RL000028,2025-01-11T00:44:12,SESS000039,40.8,52.3,0,0,0,0,0,0
INT000297,U000006,RL003988,2025-01-11T00:45:12,SESS000039,40.2,60.0,0,0,0,0,0,0
INT000298,U000006,RL001262,2025-01-11T00:46:11,SESS000039,43.9,62.6,0,0,0,0,0,0
INT000299,U000007,RL004665,2025-05-22T18:50:31,SESS000040,11.6,72.2,0,0,0,0,0,0
INT000300,U000007,RL003401,2025-05-22T18:51:40,SESS000040,50.8,59.7,0,0,0,0,0,0
INT000301,U000007,RL004148,2025-05-22T18:52:02,SESS000040,3.8,5.4,0,0,0,0,1,0
INT000302,U000007,RL002135,2025-05-22T18:52:39,SESS000040,21.9,30.8,0,0,0,0,0,0
INT000303,U000007,RL000965,2025-05-22T18:53:13,SESS000040,14.9,71.1,1,0,0,0,0,0
INT000304,U000007,RL001548,2025-05-22T18:53:56,SESS000040,41.5,58.5,0,0,0,0,0,0
INT000305,U000007,RL004539,2025-05-22T18:55:03,SESS000040,48.0,61.6,0,0,0,0,0,0
INT000306,U000007,RL004653,2025-05-22T18:55:53,SESS000040,38.5,46.4,0,0,0,0,0,0
INT000307,U000007,RL004935,2025-11-05T11:13:29,SESS000041,7.2,21.7,0,0,0,0,1,0
INT000308,U000007,RL001045,2025-11-05T11:14:03,SESS000041,18.8,45.8,0,0,0,0,0,0
INT000309,U000007,RL000415,2025-11-05T11:14:26,SESS000041,9.6,10.6,0,0,0,0,1,0
INT000310,U000007,RL001259,2025-11-05T11:15:16,SESS000041,33.8,42.7,0,0,0,0,0,0
INT000311,U000007,RL004362,2025-11-05T11:16:17,SESS000041,46.9,80.8,0,0,0,0,0,0
INT000312,U000007,CAND000227,2025-11-05T11:16:56,SESS000041,34.9,74.2,1,0,0,0,0,0
INT000313,U000007,RL001592,2025-11-05T11:18:18,SESS000041,72.5,82.4,1,0,0,0,0,0
INT000314,U000007,RL002809,2025-11-05T11:18:50,SESS000041,27.9,36.2,0,0,0,0,0,0
INT000315,U000007,RL001095,2025-11-05T11:19:23,SESS000041,17.6,34.4,0,0,0,0,0,0
INT000316,U000007,RL003807,2025-11-25T05:20:38,SESS000042,62.3,73.3,0,0,0,0,0,0
INT000317,U000007,CAND000032,2025-11-25T05:21:15,SESS000042,21.5,36.5,0,0,0,0,0,0
INT000318,U000007,RL003123,2025-11-25T05:21:48,SESS000042,19.1,31.8,0,0,0,0,0,0
INT000319,U000007,RL004565,2025-11-25T05:22:07,SESS000042,6.1,55.6,0,0,0,0,0,0
INT000320,U000007,RL002628,2025-11-25T05:22:54,SESS000042,41.7,75.9,1,0,0,0,0,0
INT000321,U000007,RL000663,2025-11-25T05:23:09,SESS000042,13.9,16.5,0,0,0,0,1,0
INT000322,U000007,RL004898,2025-11-25T05:24:13,SESS000042,56.8,63.8,0,0,0,0,0,0
INT000323,U000007,RL001808,2025-01-13T15:07:41,SESS000043,18.7,35.9,0,0,0,0,0,0
INT000324,U000007,RL003230,2025-01-13T15:08:05,SESS000043,14.3,68.0,0,0,0,0,0,0
INT000325,U000007,RL004309,2025-01-13T15:08:30,SESS000043,21.2,44.2,0,0,0,0,0,0
INT000326,U000007,RL003355,2025-01-13T15:09:10,SESS000043,35.5,48.7,0,0,0,0,0,0
INT000327,U000007,RL000236,2025-01-13T15:09:39,SESS000043,20.6,43.9,0,0,0,0,0,0
INT000328,U000007,RL003558,2025-01-13T15:10:14,SESS000043,17.7,73.7,1,0,0,0,0,0
INT000329,U000007,RL003874,2025-01-13T15:10:39,SESS000043,5.5,32.2,0,0,0,0,0,0
INT000330,U000007,RL004320,2025-01-13T15:11:08,SESS000043,22.8,34.6,0,0,0,0,0,0
INT000331,U000007,RL002228,2025-01-13T15:12:26,SESS000043,61.5,68.3,0,0,0,0,0,0
INT000332,U000007,RL002541,2025-01-13T15:13:10,SESS000043,42.7,59.3,0,0,0,0,0,0
INT000333,U000007,RL004816,2025-01-13T15:13:20,SESS000043,8.0,42.3,0,0,0,0,0,0
INT000334,U000007,RL004581,2025-05-28T15:17:51,SESS000044,6.5,38.4,0,0,0,0,0,0
INT000335,U000007,RL001232,2025-05-28T15:18:16,SESS000044,6.3,78.6,1,0,0,0,0,0
INT000336,U000007,RL000709,2025-05-28T15:18:50,SESS000044,20.6,50.3,0,0,0,0,0,0
INT000337,U000007,RL004914,2025-05-28T15:19:12,SESS000044,12.0,30.0,0,0,0,0,0,0
INT000338,U000007,RL001277,2025-05-28T15:19:55,SESS000044,33.7,51.1,0,0,0,0,0,0
INT000339,U000007,RL004974,2025-05-28T15:20:44,SESS000044,29.0,39.3,0,0,0,0,0,0
INT000340,U000007,RL000479,2025-05-28T15:21:32,SESS000044,28.3,64.2,0,0,0,0,0,0
INT000341,U000007,RL001246,2025-05-28T15:22:11,SESS000044,20.3,65.5,0,0,0,0,0,0
INT000342,U000007,RL002336,2025-05-28T15:22:59,SESS000044,36.0,83.8,1,1,0,0,0,0
INT000343,U000007,RL002599,2025-05-28T15:23:15,SESS000044,11.0,33.4,0,0,0,0,0,0
INT000344,U000007,RL000250,2025-05-28T15:23:54,SESS000044,23.7,35.9,0,0,0,0,0,0
INT000345,U000007,RL003602,2025-05-28T15:24:52,SESS000044,54.4,83.7,1,1,0,0,0,1
INT000346,U000007,RL001391,2025-07-11T05:31:14,SESS000045,26.5,60.2,0,0,0,0,0,0
INT000347,U000007,RL000147,2025-07-11T05:31:56,SESS000045,32.2,59.7,0,0,0,0,0,0
INT000348,U000007,RL003399,2025-07-11T05:33:06,SESS000045,52.4,69.0,0,0,0,0,0,0
INT000349,U000007,RL002505,2025-03-07T14:52:07,SESS000046,24.6,74.6,1,0,0,0,0,0
INT000350,U000007,RL004197,2025-03-07T14:52:19,SESS000046,7.7,48.2,0,0,0,0,0,0
INT000351,U000007,RL003472,2025-03-07T14:53:19,SESS000046,52.0,59.1,0,0,0,0,0,0
INT000352,U000007,RL001599,2025-03-07T14:54:13,SESS000046,35.2,46.3,0,0,0,0,0,0
INT000353,U000007,RL002172,2025-03-07T14:54:34,SESS000046,10.8,82.9,0,0,0,0,0,0
INT000354,U000007,RL000707,2025-03-07T14:55:04,SESS000046,17.6,92.4,1,0,1,0,0,0
INT000355,U000007,RL003812,2025-08-29T02:46:15,SESS000047,20.7,51.7,0,0,0,0,0,0
INT000356,U000007,RL000545,2025-08-29T02:46:31,SESS000047,6.7,61.3,0,0,0,0,0,0
INT000357,U000007,RL002001,2025-08-29T02:47:06,SESS000047,23.6,32.3,0,0,0,0,0,0
INT000358,U000008,RL004544,2025-04-20T05:22:13,SESS000048,24.5,54.4,0,0,0,0,0,0
INT000359,U000008,RL003102,2025-04-20T05:22:43,SESS000048,11.8,16.6,0,0,0,0,1,0
INT000360,U000008,RL000727,2025-04-20T05:23:23,SESS000048,22.1,49.1,0,0,0,0,0,0
INT000361,U000008,RL003524,2025-04-20T05:23:35,SESS000048,4.8,53.9,0,0,0,0,0,0
INT000362,U000008,RL001310,2025-04-20T05:24:05,SESS000048,21.5,27.6,0,0,0,0,0,0
INT000363,U000008,RL002288,2025-04-20T05:24:54,SESS000048,39.8,71.1,0,0,0,0,0,0
INT000364,U000008,RL004122,2025-04-20T05:25:13,SESS000048,8.8,42.1,0,0,0,0,0,0
INT000365,U000008,RL002247,2025-04-20T05:26:04,SESS000048,31.4,56.1,0,0,0,0,0,0
INT000366,U000008,RL004280,2025-08-01T01:01:53,SESS000049,8.7,43.6,0,0,0,0,0,0
INT000367,U000008,CAND000713,2025-08-01T01:02:16,SESS000049,18.3,50.8,0,0,0,0,0,0
INT000368,U000008,CAND000018,2025-08-01T01:02:22,SESS000049,0.0,0,0,0,0,0,1,0
INT000369,U000008,RL002610,2025-08-01T01:03:02,SESS000049,32.8,41.6,0,0,0,0,0,0
INT000370,U000008,CAND000559,2025-09-05T08:36:32,SESS000050,12.1,25.2,0,0,0,0,0,0
INT000371,U000008,CAND000121,2025-09-05T08:37:10,SESS000050,20.7,53.1,0,0,0,0,0,0
INT000372,U000008,CAND000535,2025-09-05T08:37:30,SESS000050,5.1,24.4,0,0,0,0,1,0
INT000373,U000008,RL003210,2025-09-05T08:38:03,SESS000050,31.3,38.6,0,0,0,0,0,0
INT000374,U000008,RL003727,2025-09-05T08:38:27,SESS000050,7.0,41.3,0,0,0,0,0,0
INT000375,U000008,RL001798,2025-09-05T08:39:13,SESS000050,28.6,49.4,0,0,0,0,0,0
INT000376,U000008,RL004862,2025-09-05T08:39:26,SESS000050,10.9,43.7,0,0,0,0,0,0
INT000377,U000008,RL003785,2025-09-05T08:39:59,SESS000050,22.4,30.3,0,0,0,0,0,0
INT000378,U000008,RL004911,2025-09-05T08:40:53,SESS000050,34.7,49.6,0,0,0,0,0,0
INT000379,U000008,RL003159,2025-09-05T08:41:53,SESS000050,40.6,46.6,0,0,0,0,0,0
INT000380,U000008,RL000222,2025-09-05T08:41:59,SESS000050,3.2,29.5,0,0,0,0,0,0
INT000381,U000008,CAND000590,2025-03-22T22:10:22,SESS000051,2.0,22.7,0,0,0,0,1,0
INT000382,U000008,RL003125,2025-03-22T22:10:54,SESS000051,27.3,65.0,0,0,0,0,0,0
INT000383,U000008,RL001608,2025-03-22T22:11:19,SESS000051,9.4,32.4,0,0,0,0,0,0
INT000384,U000008,RL000841,2025-03-22T22:12:14,SESS000051,39.7,47.3,0,0,0,0,0,0
INT000385,U000008,RL001462,2025-03-22T22:12:48,SESS000051,19.8,49.5,0,0,0,0,0,0
INT000386,U000008,CAND000491,2025-07-26T05:03:41,SESS000052,11.7,16.0,0,0,0,0,1,0
INT000387,U000008,RL003332,2025-07-26T05:03:47,SESS000052,4.0,33.5,0,0,0,0,0,0
INT000388,U000008,RL003886,2025-07-26T05:04:14,SESS000052,8.2,23.3,0,0,0,0,1,0
INT000389,U000008,CAND000442,2025-07-26T05:04:35,SESS000052,2.3,21.1,0,0,0,0,1,0
INT000390,U000008,RL000985,2025-07-26T05:05:11,SESS000052,23.9,39.2,0,0,0,0,0,0
INT000391,U000008,RL001961,2025-07-26T05:05:21,SESS000052,7.6,63.4,0,0,0,0,0,0
INT000392,U000008,RL001256,2025-05-07T13:30:00,SESS000053,6.5,59.5,0,0,0,0,0,0
INT000393,U000008,RL002263,2025-05-07T13:30:19,SESS000053,11.5,41.2,0,0,0,0,0,0
INT000394,U000008,RL000351,2025-05-07T13:30:38,SESS000053,15.6,23.7,0,0,0,0,1,0
INT000395,U000008,RL000983,2025-05-07T13:30:59,SESS000053,8.9,42.4,0,0,0,0,0,0
INT000396,U000008,RL001210,2025-05-07T13:31:49,SESS000053,39.0,43.8,0,0,0,0,0,0
INT000397,U000008,RL004137,2025-05-07T13:32:11,SESS000053,16.6,50.2,0,0,0,0,0,0
INT000398,U000008,RL001415,2025-05-07T13:32:31,SESS000053,16.0,42.1,0,0,0,0,0,0
INT000399,U000009,RL003826,2025-07-20T03:11:35,SESS000054,10.1,67.5,0,0,0,0,0,0
INT000400,U000009,RL000419,2025-07-20T03:11:49,SESS000054,11.1,44.6,0,0,0,0,0,0
INT000401,U000009,RL003322,2025-07-20T03:12:17,SESS000054,8.1,29.9,0,0,0,0,0,0
INT000402,U000009,RL002650,2025-07-20T03:13:12,SESS000054,37.0,53.7,0,0,0,0,0,0
INT000403,U000009,RL003792,2025-07-20T03:13:36,SESS000054,19.9,23.9,0,0,0,0,1,0
INT000404,U000009,RL000432,2025-07-20T03:13:50,SESS000054,3.9,43.9,0,0,0,0,0,0
INT000405,U000009,RL001481,2025-07-20T03:14:25,SESS000054,17.4,36.3,0,0,0,0,0,0
INT000406,U000009,CAND000505,2025-07-20T03:14:42,SESS000054,12.9,17.0,0,0,0,0,1,0
INT000407,U000009,RL002129,2025-07-20T03:15:23,SESS000054,22.7,37.2,0,0,0,0,0,0
INT000408,U000009,RL002185,2025-07-20T03:16:06,SESS000054,30.7,34.9,0,0,0,0,0,0
INT000409,U000009,RL003002,2025-07-20T03:16:50,SESS000054,41.2,75.0,1,0,0,0,0,0
INT000410,U000009,RL000386,2025-05-23T01:30:25,SESS000055,3.9,12.3,0,0,0,0,1,0
INT000411,U000009,CAND000067,2025-05-23T01:30:59,SESS000055,30.0,38.0,0,0,0,0,0,0
INT000412,U000009,RL004243,2025-05-23T01:31:41,SESS000055,27.9,38.8,0,0,0,0,0,0
INT000413,U000009,RL002607,2025-05-26T01:00:01,SESS000056,9.1,31.3,0,0,0,0,0,0
INT000414,U000009,RL001135,2025-05-26T01:00:20,SESS000056,7.4,36.8,0,0,0,0,0,0
INT000415,U000009,RL004686,2025-05-26T01:00:43,SESS000056,13.6,21.0,0,0,0,0,1,0
INT000416,U000009,RL001832,2025-01-09T16:16:13,SESS000057,19.6,53.1,0,0,0,0,0,0
INT000417,U000009,RL003660,2025-01-09T16:16:47,SESS000057,20.5,29.3,0,0,0,0,0,0
INT000418,U000009,RL001227,2025-01-09T16:17:15,SESS000057,16.9,27.3,0,0,0,0,0,0
INT000419,U000009,RL000437,2025-01-09T16:17:37,SESS000057,12.1,48.3,0,0,0,0,0,0
INT000420,U000009,RL004329,2025-01-09T16:18:24,SESS000057,37.2,47.1,0,0,0,0,0,0
INT000421,U000009,RL004176,2025-01-09T16:19:11,SESS000057,29.8,59.5,0,0,0,0,0,0
INT000422,U000009,RL001043,2025-01-09T16:19:25,SESS000057,11.5,28.0,0,0,0,0,0,0
INT000423,U000009,RL001490,2025-01-09T16:20:34,SESS000057,54.7,60.7,0,0,0,0,0,0
INT000424,U000009,RL002916,2025-01-09T16:20:53,SESS000057,11.2,26.7,0,0,0,0,0,0
INT000425,U000009,RL003663,2025-01-09T16:21:28,SESS000057,25.7,33.4,0,0,0,0,0,0
INT000426,U000010,RL000330,2025-06-03T08:05:25,SESS000058,3.3,7.1,0,0,0,0,1,0
INT000427,U000010,RL001336,2025-06-03T08:05:43,SESS000058,3.9,15.8,0,0,0,0,1,0
INT000428,U000010,RL001952,2025-06-03T08:06:16,SESS000058,30.9,55.2,0,0,0,0,0,0
INT000429,U000010,RL002383,2025-06-03T08:06:24,SESS000058,3.5,34.7,0,0,0,0,0,0
INT000430,U000010,RL000206,2025-06-03T08:07:16,SESS000058,34.1,42.1,0,0,0,0,0,0
INT000431,U000010,RL004004,2025-06-03T08:07:36,SESS000058,1.9,9.5,0,0,0,0,1,0
INT000432,U000010,RL000187,2025-06-03T08:07:44,SESS000058,6.5,46.7,0,0,0,0,0,0
INT000433,U000010,RL001479,2025-06-03T08:07:53,SESS000058,0.0,0,0,0,0,0,1,0
INT000434,U000010,RL003368,2025-06-03T08:08:20,SESS000058,9.1,23.9,0,0,0,0,1,0
INT000435,U000010,CAND000300,2025-06-03T08:09:02,SESS000058,37.1,43.6,0,0,0,0,0,0
INT000436,U000010,RL003589,2025-06-03T08:09:31,SESS000058,18.8,49.4,0,0,0,0,0,0
INT000437,U000010,RL004942,2025-08-29T15:01:59,SESS000059,50.3,62.1,0,0,0,0,0,0
INT000438,U000010,RL004047,2025-08-29T15:02:42,SESS000059,25.8,64.6,0,0,0,0,0,0
INT000439,U000010,RL000106,2025-08-29T15:03:13,SESS000059,25.1,31.8,0,0,0,0,0,0
INT000440,U000010,CAND000667,2025-10-18T01:07:22,SESS000060,11.8,53.5,0,0,0,0,0,0
INT000441,U000010,RL000668,2025-10-18T01:08:03,SESS000060,21.4,37.0,0,0,0,0,0,0
INT000442,U000010,RL002425,2025-10-18T01:09:02,SESS000060,44.5,53.0,0,0,0,0,0,0
INT000443,U000010,RL004673,2025-10-18T01:09:26,SESS000060,14.0,48.4,0,0,0,0,0,0
INT000444,U000010,RL002399,2025-10-18T01:10:14,SESS000060,28.2,37.6,0,0,0,0,0,0
INT000445,U000010,RL002313,2025-10-18T01:11:09,SESS000060,45.6,63.3,0,0,0,0,0,0
INT000446,U000010,RL000771,2025-10-18T01:11:41,SESS000060,13.2,30.0,0,0,0,0,0,0
INT000447,U000010,RL000597,2025-10-18T01:12:37,SESS000060,36.5,47.4,0,0,0,0,0,0
INT000448,U000010,RL000968,2025-10-18T01:13:33,SESS000060,39.8,49.2,0,0,0,0,0,0
INT000449,U000010,RL003257,2025-10-18T01:13:51,SESS000060,15.2,16.9,0,0,0,0,1,0
INT000450,U000010,CAND000788,2025-10-18T01:14:23,SESS000060,17.1,57.0,0,0,0,0,0,0
INT000451,U000010,RL003112,2025-04-28T19:51:43,SESS000061,12.7,48.8,0,0,0,0,0,0
INT000452,U000010,RL002641,2025-04-28T19:52:17,SESS000061,25.5,35.5,0,0,0,0,0,0
INT000453,U000010,RL002127,2025-04-28T19:52:36,SESS000061,6.8,18.4,0,0,0,0,1,0
INT000454,U000010,RL003059,2025-04-28T19:53:07,SESS000061,28.8,36.0,0,0,0,0,0,0
INT000455,U000010,CAND000070,2025-04-28T19:53:12,SESS000061,1.1,2.4,0,0,0,0,1,0
INT000456,U000010,RL000441,2025-04-28T19:53:41,SESS000061,17.4,48.4,0,0,0,0,0,0
INT000457,U000010,RL000451,2025-04-28T19:54:03,SESS000061,14.9,23.7,0,0,0,0,1,0
INT000458,U000010,RL000173,2025-04-28T19:54:27,SESS000061,14.0,46.8,0,0,0,0,0,0
INT000459,U000010,CAND000331,2025-04-28T19:54:50,SESS000061,5.8,38.8,0,0,0,0,0,0
INT000460,U000010,CAND000474,2025-04-28T19:55:03,SESS000061,2.7,5.7,0,0,0,0,1,0
INT000461,U000010,RL004152,2025-04-28T19:55:28,SESS000061,19.7,44.8,0,0,0,0,0,0
INT000462,U000010,RL000193,2025-04-28T19:56:12,SESS000061,24.5,31.1,0,0,0,0,0,0
INT000463,U000010,RL000540,2025-09-23T00:07:39,SESS000062,12.9,29.2,0,0,0,0,0,0
INT000464,U000010,RL002501,2025-09-23T00:08:04,SESS000062,23.4,60.1,0,0,0,0,0,0
INT000465,U000010,RL004601,2025-09-23T00:08:34,SESS000062,14.4,23.2,0,0,0,0,1,0
INT000466,U000010,RL004771,2025-09-23T00:08:50,SESS000062,11.0,30.7,0,0,0,0,0,0
INT000467,U000010,RL004066,2025-09-23T00:09:17,SESS000062,11.1,39.5,0,0,0,0,0,0
INT000468,U000010,RL004303,2025-09-23T00:09:38,SESS000062,18.6,62.2,0,0,0,0,0,0
INT000469,U000010,RL001852,2025-09-23T00:10:27,SESS000062,43.1,65.4,0,0,0,0,0,0
INT000470,U000010,RL004815,2025-09-23T00:10:49,SESS000062,20.3,28.5,0,0,0,0,0,0
INT000471,U000010,RL000211,2025-09-23T00:11:18,SESS000062,22.1,25.5,0,0,0,0,0,0
INT000472,U000010,CAND000028,2025-09-23T00:12:08,SESS000062,32.5,56.1,0,0,0,0,0,0
INT000473,U000010,RL000025,2025-09-23T00:12:50,SESS000062,39.8,49.8,0,0,0,0,0,0
INT000474,U000011,RL001093,2025-03-28T20:53:24,SESS000063,20.3,35.0,0,0,0,0,0,0
INT000475,U000011,RL003908,2025-03-28T20:54:05,SESS000063,21.8,49.5,0,0,0,0,0,0
INT000476,U000011,RL004269,2025-03-28T20:54:53,SESS000063,43.6,52.6,0,0,0,0,0,0
INT000477,U000011,RL000123,2025-03-28T20:55:33,SESS000063,29.1,37.3,0,0,0,0,0,0
INT000478,U000011,RL004986,2025-03-28T20:56:16,SESS000063,25.8,42.4,0,0,0,0,0,0
INT000479,U000011,RL000937,2025-03-28T20:56:41,SESS000063,6.5,17.1,0,0,0,0,1,0
INT000480,U000011,RL001672,2025-06-29T22:15:03,SESS000064,29.9,43.9,0,0,0,0,0,0
INT000481,U000011,RL002858,2025-06-29T22:15:45,SESS000064,30.8,41.1,0,0,0,0,0,0
INT000482,U000011,RL003479,2025-06-29T22:16:26,SESS000064,26.0,31.0,0,0,0,0,0,0
INT000483,U000011,CAND000723,2025-06-29T22:16:51,SESS000064,6.3,19.7,0,0,0,0,1,0
INT000484,U000011,RL004073,2025-06-29T22:16:59,SESS000064,1.9,19.2,0,0,0,0,1,0
INT000485,U000011,RL000580,2025-06-29T22:17:30,SESS000064,27.3,57.0,0,0,0,0,0,0
INT000486,U000011,CAND000119,2025-06-29T22:18:12,SESS000064,40.2,58.3,0,0,0,0,0,0
INT000487,U000011,RL002416,2025-06-29T22:18:24,SESS000064,9.8,75.4,1,0,0,0,0,0
INT000488,U000011,RL004956,2025-06-29T22:18:51,SESS000064,8.1,17.9,0,0,0,0,1,0
INT000489,U000011,CAND000326,2025-06-29T22:19:21,SESS000064,11.7,38.9,0,0,0,0,0,0
INT000490,U000011,RL001627,2025-11-13T14:33:13,SESS000065,25.1,29.9,0,0,0,0,0,0
INT000491,U000011,RL004458,2025-11-13T14:33:38,SESS000065,17.4,27.6,0,0,0,0,0,0
INT000492,U000011,RL004053,2025-11-13T14:34:15,SESS000065,24.9,48.7,0,0,0,0,0,0
INT000493,U000011,RL003090,2025-08-10T12:38:18,SESS000066,40.9,62.0,0,0,0,0,0,0
INT000494,U000011,RL001249,2025-08-10T12:38:58,SESS000066,31.4,38.2,0,0,0,0,0,0
INT000495,U000011,RL001602,2025-08-10T12:39:53,SESS000066,36.0,45.5,0,0,0,0,0,0
INT000496,U000011,CAND000564,2025-08-10T12:40:11,SESS000066,10.6,59.0,0,0,0,0,0,0
INT000497,U000011,RL002585,2025-08-10T12:40:33,SESS000066,6.9,36.4,0,0,0,0,0,0
INT000498,U000011,RL002502,2025-08-10T12:40:52,SESS000066,2.2,24.8,0,0,0,0,1,0
INT000499,U000011,RL003173,2025-08-10T12:41:15,SESS000066,17.4,56.2,0,0,0,0,0,0
INT000500,U000011,RL003652,2025-08-10T12:41:41,SESS000066,6.2,31.2,0,0,0,0,0,0
INT000501,U000011,CAND000020,2025-08-10T12:42:44,SESS000066,51.3,63.3,0,0,0,0,0,0
INT000502,U000011,RL002684,2025-04-22T16:20:15,SESS000067,5.7,40.8,0,0,0,0,0,0
INT000503,U000011,RL003669,2025-04-22T16:20:56,SESS000067,25.4,44.6,0,0,0,0,0,0
INT000504,U000011,RL004772,2025-04-22T16:21:43,SESS000067,33.7,46.2,0,0,0,0,0,0
INT000505,U000011,RL001209,2025-11-07T11:03:33,SESS000068,19.2,27.8,0,0,0,0,0,0
INT000506,U000011,RL004583,2025-11-07T11:04:08,SESS000068,22.8,35.6,0,0,0,0,0,0
INT000507,U000011,RL004443,2025-11-07T11:04:19,SESS000068,5.0,24.0,0,0,0,0,1,0
INT000508,U000011,RL000167,2025-10-24T01:40:15,SESS000069,7.1,22.1,0,0,0,0,1,0
INT000509,U000011,RL000330,2025-10-24T01:40:27,SESS000069,10.3,22.3,0,0,0,0,1,0
INT000510,U000011,RL001041,2025-10-24T01:41:13,SESS000069,36.5,43.4,0,0,0,0,0,0
INT000511,U000011,RL002093,2025-10-24T01:41:38,SESS000069,7.3,48.6,0,0,0,0,0,0
INT000512,U000011,RL003229,2025-10-24T01:42:00,SESS000069,12.5,36.8,0,0,0,0,0,0
INT000513,U000011,RL000532,2025-10-24T01:42:40,SESS000069,20.2,23.8,0,0,0,0,1,0
INT000514,U000011,RL002372,2025-10-24T01:43:41,SESS000069,48.3,56.2,0,0,0,0,0,0
INT000515,U000011,RL000620,2025-10-24T01:44:21,SESS000069,35.3,61.9,0,0,0,0,0,0
INT000516,U000011,RL001200,2025-10-24T01:44:40,SESS000069,14.7,34.2,0,0,0,0,0,0
INT000517,U000011,RL001048,2025-10-24T01:45:04,SESS000069,22.8,36.8,0,0,0,0,0,0
INT000518,U000011,RL002783,2025-10-24T01:45:43,SESS000069,26.3,54.8,0,0,0,0,0,0
INT000519,U000011,RL003989,2025-08-15T08:45:52,SESS000070,10.5,55.3,0,0,0,0,0,0
INT000520,U000011,RL001095,2025-08-15T08:46:30,SESS000070,24.6,48.3,0,0,0,0,0,0
INT000521,U000011,CAND000743,2025-08-15T08:47:26,SESS000070,40.3,51.0,0,0,0,0,0,0
INT000522,U000011,RL004252,2025-08-15T08:47:52,SESS000070,8.3,22.3,0,0,0,0,1,0
INT000523,U000011,RL003918,2025-08-15T08:48:16,SESS000070,6.8,32.2,0,0,0,0,0,0
