reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
RL000085,C# developers be like,POV: debugging C# at 2am,When your C# code works on the first try but you have no idea why. Every developer knows this feeling.,// C# example,Laptop screen showing C# code in an IDE,English,0.89,C#,,,Software Engineering,programming_meme,Entertainment,Beginner,86,CR000024,2025-03-27T18:53:34,0.214,0.44,0.262,0.063,0.138,0.762
RL000086,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"Let's break down the basics of Software Engineering step by step, starting from what it actually is.",,Person explaining AWS architecture using a whiteboard,English,0.8,,,,Frontend,tech_educational,Curiosity,Beginner,16,CR000034,2025-05-17T02:43:16,0.872,0.277,0.969,0.365,0.633,0.327
RL000087,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize Data Science answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.88,,,,Cricket,entertainment,Humor,Intermediate,20,CR000045,2025-11-18T21:02:27,0.425,0.32,0.162,0.115,0.331,0.843
RL000088,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"If you're preparing for placements, don't just memorize Go answers - understand how it actually works under the hood.",,Split-screen code and output comparison,English,0.93,Go|JavaScript|Ruby,,,Frontend,tech_educational,Curiosity,Intermediate,78,CR000021,2025-02-06T03:47:54,0.662,0.343,0.68,0.594,0.559,0.241
RL000089,Python developers be like,POV: debugging Python at 2am,When your Python code works on the first try but you have no idea why. Every developer knows this feeling.,def train_model(data): ...,Laptop screen showing Python code in an IDE,Hindi,0.8,Python|R,,,Software Engineering,programming_meme,Entertainment,Intermediate,32,CR000043,2025-06-08T22:45:53,0.079,0.282,0.22,0.006,0.02,0.787
RL000090,How Kubernetes Schedules Pods,Learn how kubernetes schedules pods in under a minute,"Indha video la naam Rust pathi parkalam. First, rust basics, then a quick example with real code.",,Laptop screen showing Rust code in an IDE,Tamil-English,0.95,Rust,,,Software Engineering,tech_educational,Interview Preparation,Beginner,88,CR000038,2025-08-22T02:24:51,0.409,0.238,0.263,0.666,0.254,0.048
RL000091,Caching explained simply,Learn caching explained simply in under a minute,"If you're preparing for placements, don't just memorize REST answers - understand how it actually works under the hood.",,Two laptops side by side for a spec comparison,English,0.79,,Kafka,Ktor,Mobile Development,tech_educational,Learning,Intermediate,56,CR000050,2025-05-24T11:04:23,0.831,0.172,0.729,0.712,0.545,0.27
RL000092,Comedy moment that broke the internet,Comedy content - just for laughs,"Let's break down the basics of Rust step by step, starting from what it actually is.",let mut v: Vec<i32> = Vec::new();,Funny reaction clip with captions,English,0.83,Rust,,,Comedy,entertainment,Entertainment,Beginner,77,CR000086,2025-06-10T18:38:06,0.561,0.374,0.106,0.24,0.445,0.708
RL000093,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Neural network diagram with labeled layers,Kannada-English,0.76,,,,Career,hype,Promotion,Intermediate,81,CR000092,2025-07-20T17:05:14,0.044,0.778,0.196,0.173,0.077,0.302
RL000094,Programming Language Updates update (2025),Latest in Programming Language Updates,"If you're preparing for placements, don't just memorize C# answers - understand how it actually works under the hood.",,Laptop screen showing C# code in an IDE,English,0.77,C#,MongoDB|Kafka,,Technology News,tech_news,News,Intermediate,63,CR000055,2025-03-20T10:01:26,0.322,0.339,0.247,0.0,0.31,0.266
RL000095,You NEED to learn this or you'll be jobless by 2026,You NEED to learn this or you'll be jobless by 2026,5 tools that will REPLACE every programmer by 2027,,Two laptops side by side for a spec comparison,Tamil-English,0.96,,,,Career,hype,Promotion,Beginner,74,CR000042,2025-06-27T22:20:03,0.097,0.822,0.269,0.226,0.119,0.308
RL000096,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Top secret AI trick recruiters don't want you to know,,Two laptops side by side for a spec comparison,Telugu-English,0.96,,,,AI/ML,hype,Promotion,Beginner,41,CR000045,2025-05-29T18:13:26,0.216,0.755,0.198,0.079,0.16,0.19
RL000097,How Kubernetes Schedules Pods,Learn how kubernetes schedules pods in under a minute,"Let's break down the basics of Scala step by step, starting from what it actually is.",,Split-screen code and output comparison,English,0.97,Scala,,TensorFlow,Web Development,tech_educational,Interview Preparation,Beginner,10,CR000035,2025-05-12T05:08:24,0.361,0.15,0.414,0.575,0.16,0.189
RL000098,Programming Language Updates update (2025),Latest in Programming Language Updates,"Ee video lo manam Rust gurinchi chuddam. First, rust basics, then a quick example with real code.",let mut v: Vec<i32> = Vec::new();,Whiteboard diagram explaining system architecture,Telugu-English,0.85,Rust,Jenkins|Linux,,Technology News,tech_news,News,Advanced,90,CR000094,2025-02-04T16:12:49,0.643,0.227,0.251,0.051,0.519,0.272
RL000099,Movies moment that broke the internet,Movies content - just for laughs,"If you're preparing for placements, don't just memorize Scala answers - understand how it actually works under the hood.",// PHP example,Stadium crowd celebrating a goal/wicket,English,0.95,Scala|PHP|R,,,Movies,entertainment,Humor,Intermediate,80,CR000100,2025-01-12T05:48:59,0.496,0.634,0.161,0.217,0.442,0.869
RL000100,Comedy moment that broke the internet,Comedy content - just for laughs,"Let's break down the basics of HLD step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.8,,,,Comedy,entertainment,Humor,Beginner,55,CR000091,2025-11-16T19:38:05,0.532,0.426,0.167,0.1,0.427,0.926
RL000101,C++ explained simply,Learn c++ explained simply in under a minute,"Aaj hum dekhenge ki C++ kaise kaam karta hai. First, c++ basics, then a quick example with real code.","int main() { std::cout << ""hi""; }",Whiteboard diagram explaining system architecture,Hindi-English,0.84,C++,Linux|PostgreSQL,,Mobile Development,tech_educational,Project Help,Beginner,28,CR000004,2025-11-28T14:11:29,0.829,0.077,0.763,0.582,0.61,0.237
RL000102,System Design: Designing a URL Shortener,Learn system design: designing a url shortener in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.98,Go|TypeScript,Kubernetes|Terraform,,AI/ML,tech_educational,Learning,Beginner,90,CR000092,2025-04-17T22:42:51,0.976,0.326,0.965,0.542,0.715,0.265
RL000103,PHP explained simply,Learn php explained simply in under a minute,"Let's break down the basics of PHP step by step, starting from what it actually is.",// PHP example,Whiteboard diagram explaining system architecture,English,0.78,PHP,,,Software Engineering,tech_educational,Interview Preparation,Beginner,16,CR000088,2025-05-11T14:23:26,0.61,0.23,0.706,0.533,0.478,0.023
RL000104,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,5 tools that will REPLACE every programmer by 2026,,Person explaining AWS architecture using a whiteboard,Tamil,0.85,,,,Career,hype,Promotion,Intermediate,48,CR000077,2025-09-22T09:06:12,0.303,0.844,0.168,0.189,0.213,0.418
RL000105,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of Kotlin step by step, starting from what it actually is.",// Kotlin example,Dance/lipsync trend clip,English,0.92,Kotlin,,,Memes,entertainment,Entertainment,Beginner,76,CR000093,2025-09-05T21:30:49,0.444,0.196,0.286,0.041,0.479,0.789
RL000106,Technical Interviews,Technical Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",,Split-screen code and output comparison,English,0.93,PHP|Kotlin|R,,,Career,career,Career,Intermediate,79,CR000017,2025-10-24T06:54:47,0.404,0.266,0.078,0.609,0.306,0.039
RL000107,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",Top secret AI trick recruiters don't want you to know,,Cybersecurity terminal showing network commands,Bengali,0.89,,,,Career,hype,Motivation,Beginner,67,CR000034,2025-11-27T13:53:18,0.512,0.989,0.142,0.16,0.533,0.231
RL000108,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Funny reaction clip with captions,English,0.78,C,,,Movies,entertainment,Humor,Beginner,33,CR000020,2025-05-14T01:54:53,0.674,0.283,0.204,0.204,0.593,0.668
RL000109,Understanding Vector Databases,Learn understanding vector databases in under a minute,"Here's how SQL behaves at scale, and the trade-offs engineers make in production systems.",SELECT * FROM students;,Terminal window running SQL commands,English,0.93,SQL,PostgreSQL,Angular,AI/ML,tech_educational,Interview Preparation,Advanced,70,CR000074,2025-11-01T22:41:45,0.441,0.118,0.459,0.484,0.301,0.197
RL000110,Internship Advice,Internship Advice - what nobody tells you,"Ee video alli navu DSA bagge nodona. First, dsa basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Kannada-English,0.8,,,,Career,career,Interview Preparation,Beginner,55,CR000069,2025-01-06T11:12:29,0.669,0.098,0.291,0.606,0.603,0.301
RL000111,10 AI tools that will GUARANTEE you a job in 2026!!!,10 AI tools that will GUARANTEE you a job in 2026!!!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Person explaining AWS architecture using a whiteboard,English,0.87,,,,AI/ML,hype,Promotion,Beginner,47,CR000050,2025-03-06T20:44:27,0.616,0.609,0.203,0.197,0.493,0.12
RL000112,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize Ruby answers - understand how it actually works under the hood.",// Swift example,Dance/lipsync trend clip,English,0.8,Ruby|Swift,,,Cricket,entertainment,Humor,Intermediate,59,CR000097,2025-01-08T10:15:19,0.929,0.172,0.184,0.051,0.779,0.88
RL000113,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"If you're preparing for placements, don't just memorize Distributed Systems answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.91,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,12,CR000092,2025-05-26T17:02:48,0.361,0.242,0.244,0.104,0.291,0.896
RL000114,AI News update (2025),Latest in AI News,"Let's break down the basics of Distributed Systems step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.84,,AWS|Elasticsearch,,Technology News,tech_news,News,Beginner,78,CR000057,2025-04-09T03:41:29,0.526,0.388,0.199,0.275,0.47,0.233
RL000115,Load Balancing explained simply,Learn load balancing explained simply in under a minute,"Ee video lo manam Deep Learning gurinchi chuddam. First, deep learning basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Telugu-English,0.87,,,Spring Boot,Cloud,tech_educational,Curiosity,Beginner,85,CR000014,2025-03-19T13:47:57,0.626,0.454,0.624,0.461,0.437,0.277
RL000116,Internship Advice,Internship Advice - what nobody tells you,"Let's break down the basics of PHP step by step, starting from what it actually is.",// R example,Whiteboard diagram explaining system architecture,English,0.75,PHP|R,,,Career,career,Career,Beginner,19,CR000031,2025-02-12T21:17:26,0.433,0.222,0.247,0.645,0.41,0.092
RL000117,Cybersecurity News update (2025),Latest in Cybersecurity News,"Let's break down the basics of C# step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,Malayalam,0.86,C#,Git|Terraform,,Technology News,tech_news,News,Beginner,20,CR000034,2025-11-12T19:22:19,0.675,0.485,0.203,0.117,0.595,0.258
RL000118,Movies moment that broke the internet,Movies content - just for laughs,"Indha video la naam APIs pathi parkalam. First, apis basics, then a quick example with real code.",,Funny reaction clip with captions,Tamil-English,0.91,,,,Movies,entertainment,Entertainment,Beginner,29,CR000018,2025-05-08T15:20:27,0.7,0.299,0.177,0.135,0.634,0.84
RL000119,Rust developers be like,POV: debugging Rust at 2am,When your Rust code works on the first try but you have no idea why. Every developer knows this feeling.,,Laptop screen showing Rust code in an IDE,Telugu,0.85,Rust,,,Software Engineering,programming_meme,Entertainment,Beginner,66,CR000052,2025-04-16T13:40:04,0.329,0.444,0.236,0.0,0.279,0.885
RL000120,Cybersecurity News update (2025),Latest in Cybersecurity News,"Aaj hum dekhenge ki Scala kaise kaam karta hai. First, scala basics, then a quick example with real code.",// Scala example,Split-screen code and output comparison,Hindi-English,0.9,Scala,PostgreSQL|Azure,,Technology News,tech_news,News,Beginner,53,CR000024,2025-08-26T10:16:24,0.588,0.236,0.284,0.11,0.464,0.278
RL000121,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Aaj hum dekhenge ki Backend kaise kaam karta hai. First, backend basics, then a quick example with real code.",,Movie clip montage with trending audio,Hindi-English,0.77,,,,Lifestyle,entertainment,Entertainment,Intermediate,48,CR000006,2025-01-05T19:12:19,0.554,0.15,0.297,0.216,0.423,0.941
